City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
83,Hamilton,US,2022-02-11 02:51:50,39.1834,-84.5333,36.23,71,0,0.0
84,Saint-Pierre,RE,2022-02-11 02:54:31,-21.3393,55.4781,74.88,64,0,8.05
85,Malanje,AO,2022-02-11 02:54:32,-9.5402,16.341,60.89,75,98,2.57
86,Vaini,TO,2022-02-11 02:54:32,-21.2,-175.2,86.16,84,40,11.5
87,Batticaloa,LK,2022-02-11 02:54:32,7.7102,81.6924,78.84,79,100,3.94
88,Ojinaga,MX,2022-02-11 02:54:32,29.5667,-104.4167,60.42,22,0,0.0
89,Albany,US,2022-02-11 02:53:43,42.6001,-73.9662,36.81,88,36,2.84
90,Lata,PT,2022-02-11 02:54:33,40.1629,-8.3327,50.72,64,90,4.74
91,Qasigiannguit,GL,2022-02-11 02:54:33,68.8193,-51.1922,-7.49,84,100,2.08
92,Barcarena,BR,2022-02-11 02:54:33,-1.5058,-48.6258,75.25,88,100,6.55
93,Mar Del Plata,AR,2022-02-11 02:50:05,-38.0023,-57.5575,73.09,91,0,21.0
94,Makueni,KE,2022-02-11 02:54:34,-1.8041,37.6203,60.28,84,50,2.04
95,Kodinsk,RU,2022-02-11 02:54:34,58.6881,99.1844,-11.15,98,99,1.68
96,Gat,IL,2022-02-11 02:54:35,31.61,34.7642,51.4,100,30,1.41
97,Concarneau,FR,2022-02-11 02:54:35,47.875,-3.9225,38.17,79,3,6.38
98,Cedar Rapids,US,2022-02-11 02:53:15,42.0083,-91.6441,38.25,62,100,17.0
99,Huarmey,PE,2022-02-11 02:54:35,-10.0681,-78.1522,71.44,79,100,5.84
100,Skibbereen,IE,2022-02-11 02:54:36,51.55,-9.2667,37.2,74,100,1.25
101,Nikolskoye,RU,2022-02-11 02:54:36,59.7035,30.7861,32.4,92,97,8.14
102,Coahuayana,MX,2022-02-11 02:54:36,18.7333,-103.6833,67.35,66,0,3.85
103,Hambantota,LK,2022-02-11 02:54:37,6.1241,81.1185,75.54,100,75,3.44
104,Lamesa,US,2022-02-11 02:54:37,32.7376,-101.951,51.53,26,0,6.78
105,Tezu,IN,2022-02-11 02:54:37,27.9167,96.1667,63.01,60,75,2.06
106,Bredasdorp,ZA,2022-02-11 02:54:37,-34.5322,20.0403,52.92,87,0,4.61
107,Camacha,PT,2022-02-11 02:54:38,33.0833,-16.3333,61.56,94,20,6.91
108,Dikson,RU,2022-02-11 02:54:38,73.5069,80.5464,6.03,93,100,26.73
109,Hearst,CA,2022-02-11 02:54:38,49.6835,-83.6665,5.25,94,100,6.49
110,Jishou,CN,2022-02-11 02:54:39,28.3167,109.7167,39.88,92,100,1.5
111,Souillac,MU,2022-02-11 02:54:39,-20.5167,57.5167,76.35,94,40,2.3
112,Jasper,US,2022-02-11 02:54:39,37.2001,-94.3502,48.02,52,30,3.0
113,Saskylakh,RU,2022-02-11 02:54:40,71.9167,114.0833,2.68,94,94,11.52
114,Petropavlovsk-Kamchatskiy,RU,2022-02-11 02:54:40,53.0452,158.6483,21.79,58,0,4.47
115,Tuktoyaktuk,CA,2022-02-11 02:54:41,69.4541,-133.0374,-18.4,76,100,20.71
116,Darhan,MN,2022-02-11 02:54:41,49.4867,105.9228,-9.65,94,33,0.43
117,Shieli,KZ,2022-02-11 02:54:42,44.1667,66.75,35.02,69,92,10.27
118,Zhigansk,RU,2022-02-11 02:54:43,66.7697,123.3711,-22.32,96,100,12.75
119,Ibra,OM,2022-02-11 02:54:43,22.6906,58.5334,58.87,61,0,2.84
120,Bluff,NZ,2022-02-11 02:54:43,-46.6,168.3333,63.81,74,29,10.83
121,Pevek,RU,2022-02-11 02:54:44,69.7008,170.3133,-27.89,97,100,8.41
122,Pathein,MM,2022-02-11 02:54:44,16.7833,94.7333,80.87,29,13,8.57
123,Tilichiki,RU,2022-02-11 02:54:44,60.4667,166.1,-5.51,74,5,7.05
124,Jiuquan,CN,2022-02-11 02:54:44,39.7432,98.5174,25.83,55,100,3.31
125,Victoria,HK,2022-02-11 02:52:14,22.2855,114.1577,72.03,77,42,8.01
126,Rumphi,MW,2022-02-11 02:54:45,-11.0186,33.8575,64.15,99,100,2.21
127,Salalah,OM,2022-02-11 02:54:45,17.0151,54.0924,66.81,72,22,3.4
128,Abnub,EG,2022-02-11 02:54:45,27.2696,31.1511,47.8,63,2,7.05
129,Khatanga,RU,2022-02-11 02:54:46,71.9667,102.5,-4.88,89,15,13.09
130,Verkhnevilyuysk,RU,2022-02-11 02:54:46,63.4453,120.3167,-17.64,94,39,3.02
131,Chunskiy,RU,2022-02-11 02:54:46,56.0815,99.6342,-12.05,94,59,2.21
132,Khorixas,NA,2022-02-11 02:54:47,-20.3667,14.9667,69.82,81,100,9.82
133,Buala,SB,2022-02-11 02:54:47,-8.145,159.5921,82.8,81,80,11.27
134,Codrington,AU,2022-02-11 02:54:47,-38.2667,141.9667,66.72,48,98,15.84
135,Bauchi,NG,2022-02-11 02:54:48,10.5,10.0,57.7,20,6,4.27
136,Geraldton,AU,2022-02-11 02:54:48,-28.7667,114.6,95.41,28,5,16.11
137,Barrow,US,2022-02-11 02:51:13,71.2906,-156.7887,-16.58,69,100,9.22
138,Arica,CL,2022-02-11 02:54:48,-18.475,-70.3042,68.23,68,0,0.0
139,Mayo,US,2022-02-11 02:54:49,38.8876,-76.5119,46.94,63,0,3.44
140,El Fuerte,MX,2022-02-11 02:54:49,26.4189,-108.6194,65.41,47,0,3.71
141,Zyryanovsk,KZ,2022-02-11 02:54:49,49.7386,84.2719,-11.47,99,97,1.48
142,Khasan,RU,2022-02-11 02:54:50,42.4308,130.6434,30.63,80,95,5.59
143,Sault Sainte Marie,CA,2022-02-11 02:51:23,46.5168,-84.3333,21.49,73,100,6.91
144,Qaqortoq,GL,2022-02-11 02:54:50,60.7167,-46.0333,15.35,65,92,6.93
145,Macau,MO,2022-02-11 02:54:50,22.2006,113.5461,71.78,77,20,9.22
146,Santiago De Chuco,PE,2022-02-11 02:54:50,-8.15,-78.1833,50.49,89,100,1.83
147,Bengkulu,ID,2022-02-11 02:54:51,-3.8004,102.2655,81.25,60,100,2.8
148,Zhuhai,CN,2022-02-11 02:54:51,22.2769,113.5678,71.78,77,20,9.22
149,Ahuimanu,US,2022-02-11 02:54:51,21.4447,-157.8378,79.74,75,0,6.91
150,San Patricio,US,2022-02-11 02:54:52,28.017,-97.5169,58.86,68,100,6.93
151,Thompson,CA,2022-02-11 02:54:52,55.7435,-97.8558,-18.24,69,0,11.5
152,Valdivia,CL,2022-02-11 02:54:52,-39.8142,-73.2459,57.29,60,0,3.85
153,Sokoni,TZ,2022-02-11 02:54:53,-6.4333,39.55,79.75,79,100,9.89
154,Juneau,US,2022-02-11 02:50:58,58.3019,-134.4197,35.6,85,75,3.44
155,Palauig,PH,2022-02-11 02:54:53,15.435,119.9045,83.84,57,99,5.86
156,Castro,BR,2022-02-11 02:54:53,-24.7911,-50.0119,58.98,97,2,5.5
157,Sao Joao Da Barra,BR,2022-02-11 02:54:54,-21.6403,-41.0511,71.64,97,100,6.93
158,Ust-Kuyga,RU,2022-02-11 02:54:54,70.0167,135.6,-15.29,97,100,7.74
159,Kathmandu,NP,2022-02-11 02:54:54,27.7167,85.3167,48.42,81,20,0.0
160,Yellowknife,CA,2022-02-11 02:54:54,62.456,-114.3525,-17.45,69,100,8.05
161,Bonavista,CA,2022-02-11 02:54:55,48.6499,-53.1147,32.11,82,43,16.4
162,Marawi,PH,2022-02-11 02:54:55,7.9986,124.2928,72.64,81,100,4.83
163,Ancud,CL,2022-02-11 02:54:55,-41.8697,-73.8203,51.33,73,8,9.82
164,Atherton,GB,2022-02-11 02:54:56,53.5237,-2.4935,41.43,88,11,4.0
165,Kumano,JP,2022-02-11 02:54:56,34.3442,132.5894,47.35,60,23,2.66
166,Belousovka,KZ,2022-02-11 02:54:56,50.1339,82.5239,-26.55,75,100,2.24
167,Sola,VU,2022-02-11 02:54:56,-13.8833,167.55,81.55,79,100,19.77
168,Launceston,AU,2022-02-11 02:52:18,-41.45,147.1667,76.6,33,40,9.22
169,Bougouni,ML,2022-02-11 02:54:57,11.417,-7.479,73.85,12,3,7.43
170,Zverinogolovskoye,RU,2022-02-11 02:54:57,54.4586,64.8542,4.35,90,100,12.91
171,Touros,BR,2022-02-11 02:54:57,-5.1989,-35.4608,79.7,78,11,8.86
172,San Angelo,US,2022-02-11 02:54:58,31.4638,-100.437,57.88,30,0,5.01
173,Manggar,ID,2022-02-11 02:54:58,-2.8833,108.2667,80.82,78,100,8.66
174,Umea,SE,2022-02-11 02:54:58,63.8284,20.2597,24.73,74,0,11.5
175,Aripuana,BR,2022-02-11 02:51:30,-9.1667,-60.6333,73.2,98,92,0.92
176,Namibe,AO,2022-02-11 02:54:59,-15.1961,12.1522,72.3,90,100,5.93
177,Ahipara,NZ,2022-02-11 02:54:59,-35.1667,173.1667,77.97,87,63,10.49
178,Mataundh,IN,2022-02-11 02:54:59,25.45,80.15,58.73,52,0,7.25
179,Vondrozo,MG,2022-02-11 02:55:00,-22.8167,47.2833,67.14,98,61,1.97
180,Kushima,JP,2022-02-11 02:55:00,31.4583,131.2333,51.84,51,5,3.51
181,Lastoursville,GA,2022-02-11 02:55:00,-0.8143,12.7287,75.02,85,100,2.06
182,Saint-Philippe,RE,2022-02-11 02:55:01,-21.3585,55.7679,74.79,78,21,5.44
183,Georgetown,MY,2022-02-11 02:50:04,5.4112,100.3354,82.33,87,40,1.99
184,Coihaique,CL,2022-02-11 02:53:09,-45.5752,-72.0662,49.95,46,0,8.05
185,Nome,US,2022-02-11 02:55:01,64.5011,-165.4064,-24.7,98,7,4.74
186,Caravelas,BR,2022-02-11 02:55:01,-17.7125,-39.2481,74.86,91,5,5.03
187,Babati,TZ,2022-02-11 02:55:02,-4.2167,35.75,62.98,84,79,3.36
188,Keti Bandar,PK,2022-02-11 02:55:02,24.1447,67.4497,67.05,59,0,6.4
189,Arraial Do Cabo,BR,2022-02-11 02:55:03,-22.9661,-42.0278,71.92,92,100,2.17
190,Gazimurskiy Zavod,RU,2022-02-11 02:55:03,51.5461,118.3266,2.71,89,100,2.91
191,Sibolga,ID,2022-02-11 02:55:03,1.7427,98.7792,83.98,62,94,2.77
192,Emerald,AU,2022-02-11 02:55:04,-23.5333,148.1667,91.35,37,0,4.61
193,Hami,CN,2022-02-11 02:55:04,42.8,93.45,26.62,65,100,7.54
194,Paciran,ID,2022-02-11 02:55:04,-6.8767,112.3761,81.7,79,100,5.66
195,Longyearbyen,SJ,2022-02-11 02:51:10,78.2186,15.6401,19.24,86,75,3.44
196,Tessalit,ML,2022-02-11 02:55:05,20.1986,1.0114,60.04,23,47,11.3
197,Faanui,PF,2022-02-11 02:55:05,-16.4833,-151.75,81.72,73,35,13.87
198,Bandarbeyla,SO,2022-02-11 02:55:05,9.4942,50.8122,72.52,69,94,13.69
199,Leninsk,RU,2022-02-11 02:55:06,48.7119,45.1994,35.46,94,99,13.29
200,Alugan,PH,2022-02-11 02:55:06,12.2188,125.4808,78.55,87,100,14.41
201,Serenje,ZM,2022-02-11 02:55:06,-13.2325,30.2352,60.19,97,100,2.82
202,Yinchuan,CN,2022-02-11 02:55:06,38.4681,106.2731,28.27,59,100,2.08
203,Aimores,BR,2022-02-11 02:52:17,-19.4958,-41.0639,71.78,97,100,2.86
204,Khani,GE,2022-02-11 02:55:07,41.9563,42.9566,27.97,89,84,4.65
205,Cam Ranh,VN,2022-02-11 02:55:07,11.9214,109.1591,82.36,65,40,12.66
206,Timizart,DZ,2022-02-11 02:55:07,36.8,4.2667,46.62,68,66,4.54
207,Cayenne,GF,2022-02-11 02:50:17,4.9333,-52.3333,77.09,88,100,1.01
208,Bubaque,GW,2022-02-11 02:55:08,11.2833,-15.8333,78.17,77,1,6.98
209,Ixtapa,MX,2022-02-11 02:55:08,20.7,-105.2,68.23,80,2,2.37
210,Borshchiv,UA,2022-02-11 02:55:08,48.8033,26.0435,39.15,84,32,4.97
211,Puerto Ayora,EC,2022-02-11 02:55:09,-0.7393,-90.3518,74.55,93,84,1.01
212,Gazanjyk,TM,2022-02-11 02:55:09,39.2446,55.5154,45.5,77,100,5.95
213,Sarakhs,IR,2022-02-11 02:55:09,36.5449,61.1577,52.23,33,61,9.22
214,Jojoima,SL,2022-02-11 02:55:09,7.8792,-10.7878,67.84,97,2,1.45
215,Merauke,ID,2022-02-11 02:55:10,-8.4667,140.3333,86.95,58,54,3.02
216,Ponta Do Sol,PT,2022-02-11 02:55:10,32.6667,-17.1,66.7,56,100,5.35
217,Flin Flon,CA,2022-02-11 02:53:50,54.7682,-101.865,-8.09,91,100,11.77
218,Kieta,PG,2022-02-11 02:55:10,-6.2167,155.6333,83.61,78,96,7.02
219,Lebu,CL,2022-02-11 02:55:11,-37.6167,-73.65,56.8,76,0,22.32
220,Maceio,BR,2022-02-11 02:54:03,-9.6658,-35.7353,76.44,88,20,2.3
221,Natal,BR,2022-02-11 02:55:11,-5.795,-35.2094,80.82,78,20,5.75
222,Chokurdakh,RU,2022-02-11 02:55:11,70.6333,147.9167,-25.44,90,72,9.84
223,Busok,PH,2022-02-11 02:55:12,6.5061,124.5989,88.11,61,84,3.4
224,Banda Aceh,ID,2022-02-11 02:55:12,5.5577,95.3222,83.07,70,30,2.93
225,Padilla,CO,2022-02-11 02:55:12,3.2204,-76.3139,71.17,96,100,1.21
226,La Ronge,CA,2022-02-11 02:55:13,55.1001,-105.2842,-3.75,71,0,10.36
227,Seoul,KR,2022-02-11 02:54:30,37.5683,126.9778,43.21,56,0,2.3
228,Benghazi,LY,2022-02-11 02:55:14,32.1167,20.0667,53.96,67,0,7.83
229,Weston,US,2022-02-11 02:55:15,26.1004,-80.3998,72.01,83,0,1.99
230,Chengde,CN,2022-02-11 02:55:16,40.9725,117.9361,30.74,34,87,5.41
231,Kastamonu,TR,2022-02-11 02:55:16,41.5,33.6667,24.12,95,25,0.54
232,Ambon,ID,2022-02-11 02:55:16,-3.6954,128.1814,80.74,89,40,2.3
233,Sarangani,PH,2022-02-11 02:55:17,5.4033,125.4636,81.77,79,43,19.26
234,Epe,NG,2022-02-11 02:55:17,6.5841,3.9834,74.93,95,15,1.57
235,Yatou,CN,2022-02-11 02:55:17,37.15,122.3833,46.87,44,19,5.48
236,Karata,RU,2022-02-11 02:55:18,42.5949,46.3393,23.09,76,4,4.74
237,Huangnihe,CN,2022-02-11 02:55:18,43.5583,128.0239,27.43,81,100,3.94
238,Smithers,CA,2022-02-11 02:54:06,54.7804,-127.1743,37.72,48,0,6.91
239,Dingle,PH,2022-02-11 02:55:18,10.9995,122.6711,81.07,74,99,14.05
240,Tiznit,MA,2022-02-11 02:55:19,29.5833,-9.5,55.78,28,19,3.69
241,Kruisfontein,ZA,2022-02-11 02:55:19,-34.0033,24.7314,60.3,90,0,3.6
242,Airai,TL,2022-02-11 02:55:19,-8.9266,125.4092,70.12,76,100,1.54
243,Sioux Lookout,CA,2022-02-11 02:50:45,50.1001,-91.917,16.18,86,100,6.91
244,Ekhabi,RU,2022-02-11 02:55:20,53.5102,142.9671,26.92,92,100,8.32
245,Sambava,MG,2022-02-11 02:55:20,-14.2667,50.1667,74.17,91,22,4.52
246,Karratha,AU,2022-02-11 02:55:20,-20.7377,116.8463,90.86,55,32,17.87
247,Gushikawa,JP,2022-02-11 02:55:20,26.3544,127.8686,66.2,55,0,6.91
248,Port Macquarie,AU,2022-02-11 02:55:21,-31.4333,152.9167,79.9,53,44,14.72
249,Srednekolymsk,RU,2022-02-11 02:55:21,67.45,153.6833,-24.29,93,24,2.68
250,Naze,JP,2022-02-11 02:55:21,28.3667,129.4833,59.92,56,44,7.78
251,Nemuro,JP,2022-02-11 02:55:22,43.3236,145.575,27.03,70,80,5.73
252,Oussouye,SN,2022-02-11 02:55:22,12.485,-16.5469,73.35,42,11,2.42
253,Spasskoye,RU,2022-02-11 02:55:22,44.6108,132.7969,18.41,92,100,3.18
254,Narsaq,GL,2022-02-11 02:55:23,60.9167,-46.05,12.49,61,92,7.92
255,Saint Anthony,US,2022-02-11 02:54:26,45.0205,-93.218,41.32,86,100,14.97
256,Sunland Park,US,2022-02-11 02:55:23,31.7965,-106.58,56.62,22,0,3.44
257,Morgan City,US,2022-02-11 02:53:01,29.6994,-91.2068,55.0,57,0,0.0
258,Esil,KZ,2022-02-11 02:55:23,51.9556,66.4042,7.02,92,100,14.99
259,Lavrentiya,RU,2022-02-11 02:55:24,65.5833,-171.0,-26.39,98,51,4.83
260,Necochea,AR,2022-02-11 02:55:24,-38.5473,-58.7368,65.03,91,100,11.3
261,Vuktyl,RU,2022-02-11 02:55:24,63.8567,57.3094,18.55,80,100,11.18
262,Marsh Harbour,BS,2022-02-11 02:55:25,26.5412,-77.0636,72.9,78,98,12.93
263,Sisophon,KH,2022-02-11 02:55:25,13.5859,102.9737,88.27,49,79,7.78
264,Portobelo,PA,2022-02-11 02:55:25,9.55,-79.65,77.86,84,25,11.07
265,Xining,CN,2022-02-11 02:55:25,36.6167,101.7667,19.76,77,75,2.68
266,Gizo,SB,2022-02-11 02:55:26,-8.103,156.8419,81.66,78,69,8.37
267,Domoni,KM,2022-02-11 02:55:26,-12.2569,44.5319,78.46,85,100,4.43
268,Haines Junction,CA,2022-02-11 02:55:26,60.7522,-137.5108,-0.8,100,10,3.74
269,Cockburn Town,TC,2022-02-11 02:55:27,21.4612,-71.1419,77.97,79,0,19.26
270,Ellisras,ZA,2022-02-11 02:55:27,-23.6649,27.7443,68.13,49,1,4.29
271,Bethel,US,2022-02-11 02:52:24,41.3712,-73.414,42.93,59,0,6.91
272,Paraiso,CR,2022-02-11 02:55:27,9.8383,-83.8656,65.95,95,76,4.32
273,Williams Lake,CA,2022-02-11 02:55:09,52.1415,-122.1445,40.57,35,20,8.05
274,Nizhniy Ingash,RU,2022-02-11 02:55:28,56.2,96.53,-8.37,94,69,0.98
275,Moen,NO,2022-02-11 02:55:28,69.1304,18.6123,30.27,93,100,8.05
276,Batemans Bay,AU,2022-02-11 02:55:28,-35.7167,150.1833,74.19,74,100,9.57
277,Ilam,NP,2022-02-11 02:55:28,26.9167,87.9167,52.23,76,80,2.28
278,Edgewater,US,2022-02-11 02:55:29,28.9889,-80.9023,57.0,70,21,4.76
279,Mnogovershinnyy,RU,2022-02-11 02:55:29,53.9353,139.9242,15.75,92,100,0.96
280,Mehamn,NO,2022-02-11 02:55:29,71.0357,27.8492,26.69,94,99,10.89
281,Cabedelo,BR,2022-02-11 02:55:30,-6.9811,-34.8339,81.27,77,18,10.65
282,Summerville,US,2022-02-11 02:55:07,33.0185,-80.1757,52.9,63,75,8.05
283,Bereda,ES,2022-02-11 02:55:30,43.2686,-7.5406,48.15,100,84,3.31
284,Fortuna,US,2022-02-11 02:55:30,40.5982,-124.1573,59.92,74,0,0.0
285,Mae Hong Son,TH,2022-02-11 02:55:31,19.3003,97.9685,60.94,77,77,0.0
286,Belmonte,BR,2022-02-11 02:52:12,-15.8631,-38.8828,79.3,85,0,6.04
287,Chifeng,CN,2022-02-11 02:55:31,42.2683,118.9636,23.79,35,3,5.48
288,Venice,US,2022-02-11 02:53:02,27.0998,-82.4543,57.97,82,0,5.75
289,Bima,ID,2022-02-11 02:55:31,-8.4667,118.7167,85.86,73,96,1.41
290,San Quintin,MX,2022-02-11 02:55:32,30.4833,-115.95,64.2,34,0,3.15
291,Luderitz,NA,2022-02-11 02:55:32,-26.6481,15.1594,68.52,70,32,12.93
292,Chitral,PK,2022-02-11 02:55:32,35.8462,71.7858,27.73,44,47,9.78
293,Southbridge,US,2022-02-11 02:55:33,42.0751,-72.0334,39.22,65,1,5.66
294,Dilla,ET,2022-02-11 02:55:33,6.41,38.31,61.72,67,8,3.71
